,asymmetry_index,v_u_kurtosis,egress_slope,koi_disposition,koi_period,koi_time0,koi_duration,koi_depth,koi_model_snr,koi_steff_x,koi_srad_x,kepid,loc_rowid,kepoi_name,koi_prad,koi_teq,koi_dor,koi_steff_y,koi_srad_y,koi_smass
40,0.465991354098389,2.238147381998378,0.0109446544208597,1,26.39432897,2455009.055,3.573,1510.9,48.2,5129.0,0.763,12404086,51,K00788.01,3.07,489.0,47.7,5129.0,0.763,0.846
41,0.4285084266032379,2.969568689458109,-0.0024178821236731,1,13.57078281,2454969.279,3.3539,511.7,88.4,5854.0,1.012,8395660,52,K00116.01,2.64,785.0,16.93,5854.0,1.012,0.951
42,0.4691764680268829,2.3602908886839487,-0.0005247083275,0,7.442652004,2455002.972,2.3078,24446.0,835.6,6108.0,0.956,11656840,54,K00774.01,15.03,967.0,27.99,6108.0,0.956,0.981
43,0.072266018279826,2.6581741172186173,0.0057744084302981,1,16.38489988,2455005.728,3.0249,1127.1,28.9,4126.0,0.615,11754553,55,K00775.01,2.0,433.0,42.62,4126.0,0.615,0.633
44,0.3172476858825216,3.5398485852674804,0.0141340970006117,1,3.728732147,2455004.793,2.683,5226.5,345.2,5497.0,0.809,11812062,58,K00776.01,6.02,1023.0,9.7,5497.0,0.809,0.907
45,0.1902457083224117,2.6064581780137868,0.0013770427780518,1,2.243380573,2455003.679,1.1196,821.7,38.9,4149.0,0.564,11853255,60,K00778.01,1.99,822.0,7.38,4149.0,0.564,0.578
47,0.1812871088097669,3.353018009276996,0.0132954411057692,1,2.337437946,2455004.762,1.9982,971.2,82.4,5005.0,0.765,11918099,62,K00780.01,2.34,1070.0,8.86,5005.0,0.765,0.85
48,0.1622234129471127,2.6672444507358137,0.0029515250850557,1,11.59822233,2455013.395,2.5237,2804.5,71.0,3688.0,0.473,11923270,65,K00781.01,2.65,396.0,28.2,3688.0,0.473,0.503
49,0.1462062679525399,2.705987117413168,0.026168774073417,1,6.575315881,2455006.634,4.3084,2793.3,221.1,5992.0,0.989,11960862,66,K00782.01,5.31,1015.0,11.37,5992.0,0.989,0.927
50,0.1282042644036535,2.5803633871196463,-0.0039278068679193,1,7.275040844,2455002.994,7.5377,3001.0,312.1,5485.0,0.867,12020329,67,K00783.01,4.86,833.0,6.66,5485.0,0.867,0.986
51,0.1325354504645769,2.35689396434529,0.0035867170092658,1,19.27153892,2455019.771,2.7594,1219.8,37.1,4077.0,0.56,12066335,68,K00784.01,1.93,393.0,55.02,4077.0,0.56,0.576
52,0.4242862358193737,2.5718200405046945,0.0120157233025297,1,12.3935651,2455011.747,3.8896,916.6,35.8,5557.0,0.75,12070811,70,K00785.01,2.66,677.0,13.07,5557.0,0.75,0.832
53,0.1828944191334309,4.074539022913112,0.009899865615312,0,3.341913228,2455004.639,3.813,725.3,39.0,5295.0,0.811,3120431,72,K00798.01,21.55,1032.0,2.19,5295.0,0.811,0.853
54,0.2224211750738496,3.120156096005967,0.0083329842767771,1,2.711504086,2455003.034,3.0099,837.5,64.5,6214.0,1.076,3342970,74,K00800.01,3.12,1420.0,7.088,6214.0,1.076,1.169
55,0.4044774507159364,2.807281698364956,0.0107737831736186,0,14.1798187,2455004.502,2.505,459.9,11.2,5799.0,0.878,12459725,76,K00789.01,1.88,711.0,43.54,5799.0,0.878,0.975
56,0.2481194040272854,4.960087144589471,0.0123770649356175,1,8.47237911,2455007.162,2.7245,1123.5,47.6,5354.0,0.788,12470844,77,K00790.01,2.59,751.0,24.47,5354.0,0.788,0.884
58,0.1599929269591155,2.8296217243264943,0.0173817991106577,0,1.433769925,2455003.404,1.8868,1976.3,112.6,6017.0,1.339,2440757,80,K00792.01,46.58,1920.0,2.46,6017.0,1.339,1.083
59,0.2508203362086558,2.951553896487304,0.0114695560455289,0,10.31872301,2455006.315,3.836,871.7,38.2,5927.0,1.06,2445129,81,K00793.01,28.59,876.0,5.92,5927.0,1.06,1.05
60,0.2094949283705675,3.920704799729146,0.0048568745504961,1,2.539183147,2455002.675,2.4282,382.1,38.9,5519.0,1.062,2713049,82,K00794.01,2.06,1332.0,7.93,5519.0,1.062,0.921
61,0.3057122886888969,2.1830957912249387,0.0129697935116998,1,6.770300385,2455003.577,2.0844,1304.0,50.8,5653.0,0.679,3114167,83,K00795.01,2.77,812.0,15.21,5653.0,0.679,0.767
62,0.2870721133531816,2.5985040619033457,0.1735565493852659,0,0.444291966,2455002.865,2.0792,10967.0,299.7,5255.0,0.636,3114661,84,K00796.01,27.51,1836.0,1.641,5255.0,0.636,0.709
63,0.1106331648323721,3.150313736597772,0.0193459637849898,1,20.06036336,2454980.466,3.3203,1494.7,35.2,3950.0,0.493,4139816,86,K00812.02,1.96,361.0,40.4,3950.0,0.493,0.502
64,0.1732384289304908,3.3389459236116057,0.0139163436119656,1,9.02930689,2455010.204,3.1449,1019.8,53.9,5349.0,0.82,3641726,95,K00804.01,2.57,757.0,22.57,5349.0,0.82,0.824
65,0.0819734409715257,4.45925607799018,0.0084178456998497,0,10.328035714,2455007.581,7.7915,16918.0,636.8,5627.0,1.024,3734868,96,K00805.01,13.28,843.0,10.988,5627.0,1.024,0.874
67,0.2114725526109696,3.081834492503169,0.0054781739282199,0,1.540397253,2455003.505,2.1541,816.1,38.8,5663.0,0.915,3836375,101,K00807.01,25.69,1470.0,1.971,5663.0,0.915,1.034
68,0.2266134426559536,3.0743348666607813,0.0048606799841618,0,2.99025443,2455004.983,5.414,589.2,48.5,4667.0,0.731,3838486,102,K00808.01,1.7,918.0,4.349,4667.0,0.731,0.737
69,0.1200590936491467,3.9395500236168015,0.0405649084111709,1,1.594745374,2455003.648,1.9604,15044.0,1009.3,5934.0,0.893,3935914,103,K00809.01,11.3,1539.0,6.203,5934.0,0.893,0.901
70,0.1605399221994727,2.59020805828056,-0.0024751679202292,1,4.783002698,2455003.508,2.335,1008.7,70.6,5170.0,0.807,3940418,104,K00810.01,2.5,886.0,16.102,5170.0,0.807,0.891
71,0.1812690562054753,4.74457377089928,0.0042636362272211,1,20.50588921,2455014.434,4.0595,2105.5,78.5,4905.0,0.761,4049131,105,K00811.01,3.41,518.0,38.91,4905.0,0.761,0.739
72,0.4523796950477094,2.8974949763343893,0.0021884488928006,1,18.64932728,2455007.771,4.4056,893.6,46.1,5775.0,1.053,5358241,108,K00829.01,3.12,701.0,33.12,5775.0,1.053,1.026
73,0.2976975405739834,2.234055270040087,0.0022835860133687,1,4.90144976,2454971.605,4.1654,140.7,50.6,5847.0,1.402,10875245,109,K00117.02,1.7,1262.0,7.78,5847.0,1.402,1.113
74,0.4610022457772112,3.730016873781192,-0.0057218327134684,1,3.525632539,2455003.048,2.59959,22335.0,1996.7,5150.0,0.793,5358624,112,K00830.01,11.58,975.0,11.699,5150.0,0.793,0.855
75,0.0925409174316291,2.530199745796776,-0.0025757999545466,1,23.96793669,2455019.222,3.827,1182.3,27.5,3747.0,0.524,4725681,115,K00817.01,1.8,329.0,45.2,3747.0,0.524,0.536
76,0.2986536326564467,2.62269332544006,0.0026453631642917,1,8.11437482,2455009.34,2.2736,1558.0,56.4,3692.0,0.517,4913852,117,K00818.01,2.1,460.0,23.58,3692.0,0.517,0.553
77,0.1967588837469893,3.5090137448753125,0.0038771905589179,0,3.747838198,2455004.665,5.0642,616.0,138.2,5514.0,0.826,11913073,120,K00011.01,13.65,1031.0,1.868,5514.0,0.826,0.926
78,0.1547111572488419,2.9795966208330755,-0.0061624836522688,0,7.91936937,2455005.181,3.3148,15148.0,389.0,5690.0,0.776,5077629,123,K00822.01,10.34,814.0,15.534,5690.0,0.776,0.852
79,0.1449507554972373,3.0567464449575703,0.151804272213854,1,15.37562369,2455006.614,3.3169,15337.0,166.0,4986.0,0.833,5164255,125,K00824.01,11.01,600.0,31.24,4986.0,0.833,0.793
80,0.3337374245895639,2.74116210177176,0.0083634630759746,1,8.10363271,2455009.949,3.161,887.9,39.3,4861.0,0.732,5252423,126,K00825.01,2.11,687.0,20.09,4861.0,0.732,0.733
81,0.1581740724489942,2.384513197719761,0.011301739311748,1,6.365839713,2455004.136,2.9721,780.7,70.8,5776.0,0.849,5272878,128,K00826.01,2.44,914.0,14.46,5776.0,0.849,0.939
82,0.2116827803591805,2.9390719068924427,0.0042810951589559,0,2.446737317,2455003.67,4.7211,1177.9,110.2,5764.0,0.863,5649215,130,K00839.01,26.25,1261.0,1.749,5764.0,0.863,0.959
83,0.0901357263053448,3.737048750159804,-0.0008030374603375,1,3.04033046,2455002.949,1.8411,10859.0,568.2,5035.0,0.791,5651104,131,K00840.01,8.99,1021.0,10.41,5035.0,0.791,0.754
84,0.1154300780500271,2.1038987396771387,-0.0060648303252835,1,15.33528675,2455007.003,3.897,3081.4,86.6,5251.0,0.817,5792202,132,K00841.01,5.0,610.0,21.65,5251.0,0.817,0.926
86,0.4652840553193897,2.360606195885688,-0.0045172693928751,0,2.384052875,2455004.584,3.0918,1268.1,50.5,4794.0,0.701,5481416,146,K00836.01,17.06,1010.0,2.27,4794.0,0.701,0.683
87,0.3499420612395609,3.5099305709601945,0.0049902484738476,1,7.953547,2455007.662,2.6312,875.4,38.4,4768.0,0.779,5531576,147,K00837.01,2.25,696.0,22.68,4768.0,0.779,0.759
88,0.1519256964117713,2.4290896827466684,0.060887489527365,0,4.859386384,2455006.011,2.2757,6044.3,269.7,6072.0,0.988,5534814,149,K00838.01,38.33,1114.0,8.29,6072.0,0.988,1.05
89,0.1478541706926627,3.571383192521825,0.0005181808757831,1,10.526294577,2455009.522,2.5211,9768.0,482.3,5386.0,0.793,6291653,150,K00850.01,8.24,713.0,28.26,5386.0,0.793,0.82
90,0.088913287085654,2.3554072411068336,0.0103803814261325,1,4.583520948,2455002.974,2.7055,3812.1,99.5,5815.0,0.877,6392727,151,K00851.01,5.39,1038.0,13.672,5815.0,0.877,0.973
91,0.1992186463994977,3.288659301163104,0.008777562582783,1,3.76181843,2455004.904,3.5176,510.6,35.9,5653.0,0.949,6422070,152,K00852.01,2.66,1121.0,3.73,5653.0,0.949,0.974
92,0.0364695389490431,2.543694018113322,-0.0038390899698229,1,8.20396958,2455002.691,2.9667,1024.4,54.4,5015.0,0.826,6428700,153,K00853.01,3.01,742.0,13.23,5015.0,0.826,0.785
93,0.3575707004924224,2.740173567345084,0.0056775485596083,1,12.71809866,2455008.355,3.0957,1149.4,52.7,4702.0,0.686,5794379,156,K00842.01,2.31,562.0,29.5,4702.0,0.686,0.67
94,0.1387674484880775,2.314613532649667,0.0351493239836953,1,4.190425659,2455004.441,2.8589,2877.4,240.6,6073.0,1.135,5881688,158,K00843.01,6.21,1234.0,10.6,6073.0,1.135,1.163
95,0.1811186885890812,2.5439804866245352,0.0260984992231678,1,3.709870784,2455004.988,3.0694,2020.3,116.1,5727.0,0.978,6022556,159,K00844.01,4.35,1151.0,9.6255,5727.0,0.978,1.013
97,0.2111409747479437,3.948886454690979,0.0026565068507544,1,27.807566216,2455019.714,4.21587,25391.0,748.1,5862.0,0.785,6061119,161,K00846.01,13.84,554.0,43.26,5862.0,0.785,0.865
98,0.2916497578152395,3.209840254130376,0.0029238296151149,1,80.8723469,2455036.895,11.195,3604.6,160.9,5510.0,1.238,6191521,162,K00847.01,7.59,452.0,50.5,5510.0,1.238,0.932
99,0.1904114145886908,2.3631046535144504,0.0528336668315357,0,3.166465862,2455005.003,2.9381,4357.2,122.1,4968.0,0.704,6267425,163,K00848.01,26.82,954.0,4.05,4968.0,0.704,0.68
100,0.2616411211035832,3.08930501351311,0.0006971150496214,1,24.99324319,2454971.682,5.9409,269.6,62.0,5718.0,1.317,3531558,164,K00118.01,2.29,712.0,24.1,5718.0,1.317,0.961
101,0.4867203393579664,4.885004437578018,-0.0040209444452907,1,10.35533116,2455003.937,3.1775,750.6,49.2,5501.0,0.918,6276477,165,K00849.01,2.47,777.0,25.51,5501.0,0.918,0.891
102,0.3856695995274535,2.5290488954763144,-0.0021401047670144,1,16.08518937,2455013.283,3.984,1442.4,62.6,5239.0,0.826,6863998,166,K00867.01,3.68,613.0,17.79,5239.0,0.826,0.83
103,0.113130648243481,3.736774318006808,0.003069442177654,1,7.49018305,2455007.95,2.7297,1123.6,53.0,5103.0,0.787,6948054,168,K00869.01,2.56,753.0,21.59,5103.0,0.787,0.823
104,0.1250100375660731,1.9738262600717995,0.0023888083702837,1,56.0560754,2455034.166,4.685,1626.0,27.4,3593.0,0.491,6435936,171,K00854.01,1.94,233.0,94.7,3593.0,0.491,0.503
105,0.4070386605903111,3.166225705593244,0.0083790005656003,1,41.408316686,2455028.787,5.0264,22839.0,907.8,5522.0,0.747,6522242,172,K00855.01,11.38,453.0,67.69,5522.0,0.747,0.786
106,0.1124925855589122,2.891100296722606,0.003483733003196,1,5.715425977,2455007.879,2.5242,908.1,59.4,5237.0,0.826,6587280,174,K00857.01,2.47,850.0,16.74,5237.0,0.826,0.927
107,0.4127102254871582,2.6945090043145354,-0.0005240050954608,1,49.18394185,2454974.912,11.3364,1646.2,355.7,5626.0,2.057,9471974,175,K00119.01,8.2,669.0,34.34,5626.0,2.057,1.247
108,0.1918413375549635,2.0882021844931367,0.0252616173807716,0,10.44331991,2455008.405,2.743,1159.8,51.7,4947.0,0.802,6675056,178,K00859.01,2.66,667.0,29.22,4947.0,0.802,0.769
109,0.1580591224722225,2.7282301597454466,0.0030073277914802,1,2.237489571,2455003.819,1.8119,315.8,30.7,5265.0,0.81,6685526,179,K00861.01,1.41,1160.0,9.527,5265.0,0.81,0.91
110,0.1624833572657421,4.054004416742378,0.0049975590583358,0,5.851520671,2455006.823,3.11058,33004.0,1630.4,5532.0,0.806,6756669,180,K00862.01,14.62,901.0,16.497,5532.0,0.806,0.804
111,0.2186011680636321,3.203973784277772,0.0083024874329945,1,3.167893418,2455005.148,2.1814,781.2,64.8,5895.0,0.94,6784235,181,K00863.01,2.62,1221.0,11.389,5895.0,0.94,1.026
112,0.1656404532545238,2.533160653022297,0.0181040938255911,1,4.311780262,2455006.576,2.7251,1154.0,86.1,5527.0,0.927,6849310,182,K00864.01,3.11,1038.0,12.25,5527.0,0.927,0.956
113,0.1971393692138635,3.7030865336923022,-0.0006392282578024,0,2.861159894,2455004.648,1.8832,1014.3,58.3,6126.0,1.021,6862603,187,K00866.01,4.37,1355.0,4.58,6126.0,1.021,1.09
114,0.1720153912281585,1.8781507620780529,0.0130255561944089,1,26.44439337,2455027.121,3.9783,1843.5,88.0,5427.0,0.929,7366258,188,K00880.01,3.91,562.0,52.72,5427.0,0.929,0.915
115,0.1513578704487503,2.187652745816053,0.0132273175721436,1,21.02250608,2455040.676,4.1072,1772.5,62.4,5067.0,0.75,7373451,192,K00881.01,3.07,521.0,40.546,5067.0,0.75,0.789
116,0.2951380717640576,2.070892269051963,0.0054807146802697,1,5.912273234,2455005.184,2.3254,961.4,62.8,4072.0,0.57,6949607,194,K00870.01,1.73,585.0,19.7,4072.0,0.57,0.586
117,0.3538599427832166,3.011044718498085,0.0010142070195665,0,20.5452375,2454970.914,2.517,218.5,18.5,5670.0,1.264,11869052,197,K00120.01,2.41,742.0,22.7,5670.0,1.264,0.937
118,0.0991054497705236,4.173509202843621,-0.0005988464763694,1,33.60123371,2455019.68,4.4056,7425.9,247.9,5149.0,0.93,7109675,198,K00872.01,8.46,495.0,49.6,5149.0,0.93,0.882
119,0.1992494465665961,2.7031760580334105,0.0061122539728768,1,4.347288783,2455005.233,2.1024,451.6,39.7,5754.0,1.122,7118364,200,K00873.01,2.36,1174.0,16.107,5754.0,1.122,1.014
120,0.1567293612426407,2.37270355480389,0.0029634088274643,1,4.601811819,2455002.981,2.2607,755.9,60.8,4986.0,0.833,7134976,201,K00874.01,2.35,896.0,13.32,4986.0,0.833,0.793
121,0.1374119374143851,2.351640209754748,0.0316088446614688,1,4.220965778,2455003.622,3.0854,2260.0,157.8,3837.0,0.517,7135852,203,K00875.01,2.62,595.0,8.13,3837.0,0.517,0.544
122,0.0533353439718881,2.5367200111264894,0.0123986033922652,0,6.998099523,2455004.899,2.0488,20285.0,192.3,5612.0,0.829,7270230,204,K00876.01,588.66,853.0,38.6,5612.0,0.829,0.926
123,0.11023325719013,1.6344233767569585,-0.003202645305526,1,5.95489993,2455003.956,2.3892,1410.7,87.2,4261.0,0.633,7287995,205,K00877.01,2.33,635.0,18.69,4261.0,0.633,0.64
124,0.3735150097520646,2.370257545185694,0.0069403688591052,1,23.58917143,2455006.82,5.073,1200.7,53.3,4919.0,0.721,7303253,209,K00878.01,3.16,487.0,16.88,4919.0,0.721,0.697
125,0.1696746085187402,2.557377714223463,0.0031979917956445,1,6.481633073,2454955.978,3.784,298.5,125.6,5945.0,1.302,5094751,210,K00123.01,2.54,1145.0,7.71,5945.0,1.302,1.009
126,0.1479168129218804,2.6319535233810942,-4.176815122735808e-06,1,10.37168928,2455005.617,3.035,1254.9,64.5,5121.0,0.888,7678434,211,K00892.01,3.2,720.0,23.0,5121.0,0.888,0.822
127,0.1726278320384846,3.749375755357901,-0.0003586727671257,1,4.40841331,2455005.186,5.012,549.4,45.1,6007.0,0.961,7685981,213,K00893.01,2.66,1139.0,3.45,6007.0,0.961,0.968
128,0.0372755010495307,2.61282389010907,-0.0024575083822564,0,7.9426176,2455007.526,6.703,1590.7,60.4,5811.0,0.926,7708215,214,K00894.01,4.68,878.0,4.238,5811.0,0.926,1.036
129,0.1445517138108672,2.639497735955384,0.0289332553796736,0,1.956811408,2455003.694,2.1958,24905.0,125.4,5209.0,0.603,7377033,216,K00882.01,21.58,1109.0,5.28,5209.0,0.603,0.602
130,0.2528821967994809,2.254389642126218,0.0389822392642753,1,9.439459486,2455010.186,2.8979,3036.1,175.2,5097.0,0.779,7434875,218,K00884.01,4.16,686.0,26.081,5097.0,0.779,0.891
132,0.3844984617488429,3.3533650815175218,0.0051814629955941,1,8.01078456,2455003.207,2.312,1333.6,48.5,3713.0,0.47,7455287,222,K00886.01,1.72,453.0,26.89,3713.0,0.47,0.484
133,0.2563947294499938,4.520560396431336,0.0080201046778811,1,7.41113177,2455008.348,2.5242,620.5,50.4,5849.0,0.919,7458762,225,K00887.01,2.45,905.0,16.55,5849.0,0.919,1.014
134,0.1244317842322546,3.758591081863401,0.017698978512555,0,1.000747038,2455002.974,0.9967,1823.5,147.4,5472.0,0.79,7552344,226,K00888.01,4.14,1620.0,4.12,5472.0,0.79,0.718
135,0.1501734456233109,1.741435509411535,0.1860149731243112,1,8.884922995,2455002.992,2.07004,16053.0,388.2,5332.0,0.843,757450,227,K00889.01,10.51,770.0,36.466,5332.0,0.843,0.821
137,0.2772465738554412,2.4835685638691323,0.0013011597997959,1,10.00653012,2455009.969,5.344,936.1,71.9,6063.0,1.001,7663691,229,K00891.01,3.52,876.0,8.17,6063.0,1.001,1.079
138,0.1243483097817314,3.318211884521307,-0.0007407413687256,1,17.855221681,2454979.596,7.41287,9065.2,915.7,6823.0,1.367,5812701,230,K00012.01,13.16,911.0,19.986,6823.0,1.367,1.386
139,0.1671482047757769,2.1871133664197044,0.0723473665364796,1,5.007316661,2455006.434,4.2362,6932.3,431.4,5865.0,0.827,8039892,233,K00903.01,6.96,998.0,9.24,5865.0,0.827,0.914
140,0.1312296739878419,2.129412810885232,0.0024035809495756,1,2.211116989,2455003.15,1.6485,724.2,42.6,4500.0,0.646,8150320,234,K00904.01,1.85,931.0,7.83,4500.0,0.646,0.71
141,0.3487330049756499,2.733451857105821,0.0027228256161541,1,12.69104387,2454970.126,3.7727,252.1,60.2,5869.0,1.626,11086270,236,K00124.01,2.57,1008.0,26.076,5869.0,1.626,1.019
142,0.2845294127420468,3.262825237087948,-0.0108502943411415,0,4.409409243,2455004.894,3.8636,12861.0,85.8,5600.0,0.975,7767559,237,K00895.01,10.95,1101.0,9.6337,5600.0,0.975,0.811
143,0.2479054545555278,2.183188076137559,-0.0029878676807521,1,16.23947096,2455008.57,4.0374,2590.7,123.8,5191.0,0.837,7825899,238,K00896.01,4.14,598.0,32.1,5191.0,0.837,0.937
